48,祝泽,15676830338,男,13
101,钮同晟,15685939769,女,7
106,薛城,15649395193,女,60
163,谢灵从,13669708075,女,5
207,鲁彤城,17642782523,男,29
233,骆波彤,17608196057,女,20
277,元若熠,13649245114,女,13
321,李雁,15610776660,女,48
382,龚坚杰,17629359041,男,79
421,卢初平,13662041461,女,20
439,宋君翠,15623015470,男,50
445,项涵博,13619251058,女,21
448,周书,17678382850,女,50
458,范磊,15640931664,男,98
460,孟新翠,13649465917,男,27
473,顾洁,17601749432,男,17
483,雷黎诚,17691061747,男,7
538,滑寒,15633931865,男,53
550,冯巧,17648854224,女,59
555,王灵谷,15655905590,男,15
587,邢梦,17604291565,女,27
623,康霜举,15663961805,女,80
649,孔平寻,17664270017,男,7
701,郝萱松,13660357963,女,5
703,许翠熠,17632232035,男,24
718,裘昊,13607807359,女,2
724,严雅慕,17667893640,男,98
725,胡城南,17661733622,女,29
739,施瑶,15648873415,男,89
760,翁真,15604135337,女,100
765,翁彬,17641165734,男,80
781,魏儿皓,17620358513,男,43
811,邓磊烨,13670009831,女,15
821,华伟,15692245518,女,10
831,支凌,15696434082,女,16
833,莫痴昱,15674145474,男,8
838,平香孤,15614753016,女,33
845,陆冬翠,13622454408,男,58
853,解安,13646663624,男,50
862,金擎天,17646003376,男,49
881,胡青明,15698301869,男,56
885,胡语,13681319069,女,21
888,葛霜炎,15632428657,男,29
908,尤青,15640962440,女,50
913,钱醉,15636901735,女,43
938,毛萱云,15615384752,男,67
943,谈诚,13696382469,女,83
969,卫苍灿,13616761902,男,25
974,苗轩,17674819377,女,27
988,米千涵,17645263981,男,53
1001,包寒,15605526572,女,44
1014,包涵语,13653219427,男,16
1028,祁寻,13668111494,男,90
1032,孟嘉,13613362316,女,13
1039,岑超恨,13671476832,男,70
1041,许华书,17645385873,男,33
1064,樊柳绍,15683223165,男,87
1066,滕霖,13674263152,女,17
1069,程鑫惜,17668524474,男,77
1091,邢伟代,13607429983,男,83
1093,樊春,13609775505,女,49
1100,席轩,13684600187,男,10
1112,康亦春,15674013361,女,1
1114,陆炎,17680548736,女,95
1125,花珍明,17678056584,女,4
1132,乐佑,13697094356,女,83
1135,袁柏,15694695905,女,66
1137,昌冬杰,13674114603,男,75
1141,罗语鸿,17622814752,女,70
1143,李亦瑜,15655109398,男,43
1150,茅越梦,13607482449,男,64
1154,童醉,13681146982,女,78
1165,酆丹,17676185277,女,65
1172,柯华和,13656839661,女,88
1175,彭傲夜,15646859060,男,63
1178,裴傲听,17617412979,女,69
1180,蓝烨怀,13615421919,男,83
1181,华磊易,17658990186,女,30
1185,孙露,13618873190,女,34
1218,沈蕾,13613379194,男,38
1227,贝灵,15641279611,男,91
1228,毕越瑶,13634151942,女,80
1229,花朋,15604338893,女,20
1232,荣文,13641159300,男,22
1254,袁乐修,15601530355,男,86
1256,孟强航,15664474889,男,36
1262,危傲轩,13642111324,男,78
1269,蒋水,15663979246,女,64
1273,贝力,13663825243,女,86
1276,支柏辉,17646639807,女,13
1286,华盼从,13680755924,女,69
